"fid","within_quebec","geom"
"855213","True","MULTIPOLYGON(((-76.18087388511167 48.884065394003045,-76.63003152717141 49.0543004778452,-76.63003152717141 49.3930282153543,-76.18087388511167 49.56152188828269,-75.73171624305189 49.3930282153543,-75.73171624305189 49.0543004778452,-76.18087388511167 48.884065394003045)))"
"855214","True","MULTIPOLYGON(((-76.18087388511167 49.89677152835408,-76.63003152717141 50.06352862398913,-76.63003152717141 50.39531032037834,-76.18087388511167 50.56033615484632,-75.73171624305189 50.39531032037834,-75.73171624305189 50.06352862398913,-76.18087388511167 49.89677152835408)))"
"855215","True","MULTIPOLYGON(((-76.18087388511167 50.88866100833348,-76.63003152717141 51.05196136232246,-76.63003152717141 51.37684138502317,-76.18087388511167 51.538422486042094,-75.73171624305189 51.37684138502317,-75.73171624305189 51.05196136232246,-76.18087388511167 50.88866100833348)))"
"855216","True","MULTIPOLYGON(((-76.18087388511167 51.85987056614272,-76.63003152717141 52.01973907100145,-76.63003152717141 52.33776893795314,-76.18087388511167 52.49593191547987,-75.73171624305189 52.33776893795314,-75.73171624305189 52.01973907100145,-76.18087388511167 51.85987056614272)))"
"855217","True","MULTIPOLYGON(((-76.18087388511167 52.81055810568268,-76.63003152717141 52.96702301969378,-76.63003152717141 53.27826084269948,-76.18087388511167 53.43303553523545,-75.73171624305189 53.27826084269948,-75.73171624305189 52.96702301969378,-76.18087388511167 52.81055810568268)))"
"855218","True","MULTIPOLYGON(((-76.18087388511167 53.74090104049521,-76.63003152717141 53.89399371533502,-76.63003152717141 54.19850365951542,-76.18087388511167 54.34992286598044,-75.73171624305189 54.19850365951542,-75.73171624305189 53.89399371533502,-76.18087388511167 53.74090104049521)))"
"855219","True","MULTIPOLYGON(((-76.18087388511167 54.65109468086872,-76.63003152717141 54.80084929792614,-76.63003152717141 55.098701058943526,-76.18087388511167 55.24680027961811,-75.73171624305189 55.098701058943526,-75.73171624305189 54.80084929792614,-76.18087388511167 54.65109468086872)))"
"855220","True","MULTIPOLYGON(((-76.18087388511167 55.54135067495744,-76.63003152717141 55.68780399105903,-76.63003152717141 55.9790722914612,-76.18087388511167 56.123889478634865,-75.73171624305189 55.9790722914612,-75.73171624305189 55.68780399105903,-76.18087388511167 55.54135067495744)))"
"855221","True","MULTIPOLYGON(((-76.18087388511167 56.41189550781593,-76.63003152717141 56.55508661092018,-76.63003152717141 56.839850716659654,-76.18087388511167 56.98142603547739,-75.73171624305189 56.839850716659654,-75.73171624305189 56.55508661092018,-76.18087388511167 56.41189550781593)))"
"855222","True","MULTIPOLYGON(((-76.18087388511167 57.26296906137591,-76.63003152717141 57.40293913666191,-76.63003152717141 57.681282394574936,-76.18087388511167 57.81965799444261,-75.73171624305189 57.681282394574936,-75.73171624305189 57.40293913666191,-76.18087388511167 57.26296906137591)))"
"855223","True","MULTIPOLYGON(((-76.18087388511167 58.09482323759508,-76.63003152717141 58.23161534424471,-76.63003152717141 58.503624741029995,-76.18087388511167 58.63884453781967,-75.73171624305189 58.503624741029995,-75.73171624305189 58.23161534424471,-76.18087388511167 58.09482323759508)))"
"855224","True","MULTIPOLYGON(((-76.18087388511167 58.90772064628476,-76.63003152717141 59.04137950514466,-76.63003152717141 59.307145248161845,-76.18087388511167 59.43925471735169,-75.73171624305189 59.307145248161845,-75.73171624305189 59.04137950514466,-76.18087388511167 58.90772064628476)))"
"855225","True","MULTIPOLYGON(((-76.18087388511167 59.70193335847631,-76.63003152717141 59.83250515068524,-76.63003152717141 60.09212027069717,-76.18087388511167 60.22116625148502,-75.73171624305189 60.09212027069717,-75.73171624305189 59.83250515068524,-76.18087388511167 59.70193335847631)))"
"855226","True","MULTIPOLYGON(((-76.18087388511167 60.47774172561073,-76.63003152717141 60.605273902188486,-76.63003152717141 60.85883387799965,-76.18087388511167 60.98486438834694,-75.73171624305189 60.85883387799965,-75.73171624305189 60.605273902188486,-76.18087388511167 60.47774172561073)))"
"855227","True","MULTIPOLYGON(((-76.18087388511167 61.23543326433037,-76.63003152717141 61.359974366647215,-76.63003152717141 61.607576771439966,-76.18087388511167 61.73064083392938,-75.73171624305189 61.607576771439966,-75.73171624305189 61.359974366647215,-76.18087388511167 61.23543326433037)))"
"855228","True","MULTIPOLYGON(((-76.18087388511167 61.97530160621213,-76.63003152717141 62.096901097190106,-76.63003152717141 62.33864526623141,-76.18087388511167 62.458792744560206,-75.73171624305189 62.33864526623141,-75.73171624305189 62.096901097190106,-76.18087388511167 61.97530160621213)))"
"855229","True","MULTIPOLYGON(((-75.73171624305189 45.17424592827279,-76.18087388511167 45.35676185632765,-76.18087388511167 45.72003337687708,-75.73171624305189 45.90078910917727,-75.28255860099215 45.72003337687708,-75.28255860099215 45.35676185632765,-75.73171624305189 45.17424592827279)))"
"855230","True","MULTIPOLYGON(((-75.73171624305189 46.2605410411582,-76.18087388511167 46.43953751872483,-76.18087388511167 46.795772360332826,-75.73171624305189 46.97301113617428,-75.28255860099215 46.795772360332826,-75.28255860099215 46.43953751872483,-75.73171624305189 46.2605410411582)))"
"855231","True","MULTIPOLYGON(((-75.73171624305189 47.32573259083572,-76.18087388511167 47.50121581120846,-76.18087388511167 47.850428750131066,-75.73171624305189 48.024159135835944,-75.28255860099215 47.850428750131066,-75.28255860099215 47.50121581120846,-75.73171624305189 47.32573259083572)))"
"855232","True","MULTIPOLYGON(((-75.73171624305189 48.3698695606592,-76.18087388511167 48.54185038840175,-76.18087388511167 48.884065394003045,-75.73171624305189 49.0543004778452,-75.28255860099215 48.884065394003045,-75.28255860099215 48.54185038840175,-75.73171624305189 48.3698695606592)))"
"855233","True","MULTIPOLYGON(((-75.73171624305189 49.3930282153543,-76.18087388511167 49.56152188828269,-76.18087388511167 49.89677152835408,-75.73171624305189 50.06352862398913,-75.28255860099215 49.89677152835408,-75.28255860099215 49.56152188828269,-75.73171624305189 49.3930282153543)))"
"855234","True","MULTIPOLYGON(((-75.73171624305189 50.39531032037834,-76.18087388511167 50.56033615484632,-76.18087388511167 50.88866100833348,-75.73171624305189 51.05196136232246,-75.28255860099215 50.88866100833348,-75.28255860099215 50.56033615484632,-75.73171624305189 50.39531032037834)))"
"855235","True","MULTIPOLYGON(((-75.73171624305189 51.37684138502317,-76.18087388511167 51.538422486042094,-76.18087388511167 51.85987056614272,-75.73171624305189 52.01973907100145,-75.28255860099215 51.85987056614272,-75.28255860099215 51.538422486042094,-75.73171624305189 51.37684138502317)))"
"855236","True","MULTIPOLYGON(((-75.73171624305189 52.33776893795314,-76.18087388511167 52.49593191547987,-76.18087388511167 52.81055810568268,-75.73171624305189 52.96702301969378,-75.28255860099215 52.81055810568268,-75.28255860099215 52.49593191547987,-75.73171624305189 52.33776893795314)))"
"855237","True","MULTIPOLYGON(((-75.73171624305189 53.27826084269948,-76.18087388511167 53.43303553523545,-76.18087388511167 53.74090104049521,-75.73171624305189 53.89399371533502,-75.28255860099215 53.74090104049521,-75.28255860099215 53.43303553523545,-75.73171624305189 53.27826084269948)))"
"855238","True","MULTIPOLYGON(((-75.73171624305189 54.19850365951542,-76.18087388511167 54.34992286598044,-76.18087388511167 54.65109468086872,-75.73171624305189 54.80084929792614,-75.28255860099215 54.65109468086872,-75.28255860099215 54.34992286598044,-75.73171624305189 54.19850365951542)))"
"855239","True","MULTIPOLYGON(((-75.73171624305189 55.098701058943526,-76.18087388511167 55.24680027961811,-76.18087388511167 55.54135067495744,-75.73171624305189 55.68780399105903,-75.28255860099215 55.54135067495744,-75.28255860099215 55.24680027961811,-75.73171624305189 55.098701058943526)))"
"855240","True","MULTIPOLYGON(((-75.73171624305189 55.9790722914612,-76.18087388511167 56.123889478634865,-76.18087388511167 56.41189550781593,-75.73171624305189 56.55508661092018,-75.28255860099215 56.41189550781593,-75.28255860099215 56.123889478634865,-75.73171624305189 55.9790722914612)))"
"855243","True","MULTIPOLYGON(((-75.73171624305189 58.503624741029995,-76.18087388511167 58.63884453781967,-76.18087388511167 58.90772064628476,-75.73171624305189 59.04137950514466,-75.28255860099215 58.90772064628476,-75.28255860099215 58.63884453781967,-75.73171624305189 58.503624741029995)))"
"855244","True","MULTIPOLYGON(((-75.73171624305189 59.307145248161845,-76.18087388511167 59.43925471735169,-76.18087388511167 59.70193335847631,-75.73171624305189 59.83250515068524,-75.28255860099215 59.70193335847631,-75.28255860099215 59.43925471735169,-75.73171624305189 59.307145248161845)))"
"855245","True","MULTIPOLYGON(((-75.73171624305189 60.09212027069717,-76.18087388511167 60.22116625148502,-76.18087388511167 60.47774172561073,-75.73171624305189 60.605273902188486,-75.28255860099215 60.47774172561073,-75.28255860099215 60.22116625148502,-75.73171624305189 60.09212027069717)))"
"855248","True","MULTIPOLYGON(((-75.28255860099215 45.72003337687708,-75.73171624305189 45.90078910917727,-75.73171624305189 46.2605410411582,-75.28255860099215 46.43953751872483,-74.83340095893237 46.2605410411582,-74.83340095893237 45.90078910917727,-75.28255860099215 45.72003337687708)))"
"855249","True","MULTIPOLYGON(((-75.28255860099215 46.795772360332826,-75.73171624305189 46.97301113617428,-75.73171624305189 47.32573259083572,-75.28255860099215 47.50121581120846,-74.83340095893237 47.32573259083572,-74.83340095893237 46.97301113617428,-75.28255860099215 46.795772360332826)))"
"855250","True","MULTIPOLYGON(((-75.28255860099215 47.850428750131066,-75.73171624305189 48.024159135835944,-75.73171624305189 48.3698695606592,-75.28255860099215 48.54185038840175,-74.83340095893237 48.3698695606592,-74.83340095893237 48.024159135835944,-75.28255860099215 47.850428750131066)))"
"855251","True","MULTIPOLYGON(((-75.28255860099215 48.884065394003045,-75.73171624305189 49.0543004778452,-75.73171624305189 49.3930282153543,-75.28255860099215 49.56152188828269,-74.83340095893237 49.3930282153543,-74.83340095893237 49.0543004778452,-75.28255860099215 48.884065394003045)))"
"855252","True","MULTIPOLYGON(((-75.28255860099215 49.89677152835408,-75.73171624305189 50.06352862398913,-75.73171624305189 50.39531032037834,-75.28255860099215 50.56033615484632,-74.83340095893237 50.39531032037834,-74.83340095893237 50.06352862398913,-75.28255860099215 49.89677152835408)))"
"855253","True","MULTIPOLYGON(((-75.28255860099215 50.88866100833348,-75.73171624305189 51.05196136232246,-75.73171624305189 51.37684138502317,-75.28255860099215 51.538422486042094,-74.83340095893237 51.37684138502317,-74.83340095893237 51.05196136232246,-75.28255860099215 50.88866100833348)))"
"855254","True","MULTIPOLYGON(((-75.28255860099215 51.85987056614272,-75.73171624305189 52.01973907100145,-75.73171624305189 52.33776893795314,-75.28255860099215 52.49593191547987,-74.83340095893237 52.33776893795314,-74.83340095893237 52.01973907100145,-75.28255860099215 51.85987056614272)))"
"855255","True","MULTIPOLYGON(((-75.28255860099215 52.81055810568268,-75.73171624305189 52.96702301969378,-75.73171624305189 53.27826084269948,-75.28255860099215 53.43303553523545,-74.83340095893237 53.27826084269948,-74.83340095893237 52.96702301969378,-75.28255860099215 52.81055810568268)))"
"855256","True","MULTIPOLYGON(((-75.28255860099215 53.74090104049521,-75.73171624305189 53.89399371533502,-75.73171624305189 54.19850365951542,-75.28255860099215 54.34992286598044,-74.83340095893237 54.19850365951542,-74.83340095893237 53.89399371533502,-75.28255860099215 53.74090104049521)))"
"855257","True","MULTIPOLYGON(((-75.28255860099215 54.65109468086872,-75.73171624305189 54.80084929792614,-75.73171624305189 55.098701058943526,-75.28255860099215 55.24680027961811,-74.83340095893237 55.098701058943526,-74.83340095893237 54.80084929792614,-75.28255860099215 54.65109468086872)))"
"855258","True","MULTIPOLYGON(((-75.28255860099215 55.54135067495744,-75.73171624305189 55.68780399105903,-75.73171624305189 55.9790722914612,-75.28255860099215 56.123889478634865,-74.83340095893237 55.9790722914612,-74.83340095893237 55.68780399105903,-75.28255860099215 55.54135067495744)))"
"855261","True","MULTIPOLYGON(((-75.28255860099215 58.09482323759508,-75.73171624305189 58.23161534424471,-75.73171624305189 58.503624741029995,-75.28255860099215 58.63884453781967,-74.83340095893237 58.503624741029995,-74.83340095893237 58.23161534424471,-75.28255860099215 58.09482323759508)))"
"855263","True","MULTIPOLYGON(((-75.28255860099215 59.70193335847631,-75.73171624305189 59.83250515068524,-75.73171624305189 60.09212027069717,-75.28255860099215 60.22116625148502,-74.83340095893237 60.09212027069717,-74.83340095893237 59.83250515068524,-75.28255860099215 59.70193335847631)))"
"855264","True","MULTIPOLYGON(((-75.28255860099215 60.47774172561073,-75.73171624305189 60.605273902188486,-75.73171624305189 60.85883387799965,-75.28255860099215 60.98486438834694,-74.83340095893237 60.85883387799965,-74.83340095893237 60.605273902188486,-75.28255860099215 60.47774172561073)))"
"855266","True","MULTIPOLYGON(((-75.28255860099215 61.97530160621213,-75.73171624305189 62.096901097190106,-75.73171624305189 62.33864526623141,-75.28255860099215 62.458792744560206,-74.83340095893237 62.33864526623141,-74.83340095893237 62.096901097190106,-75.28255860099215 61.97530160621213)))"
"855267","True","MULTIPOLYGON(((-74.83340095893237 45.17424592827279,-75.28255860099215 45.35676185632765,-75.28255860099215 45.72003337687708,-74.83340095893237 45.90078910917727,-74.38424331687263 45.72003337687708,-74.38424331687263 45.35676185632765,-74.83340095893237 45.17424592827279)))"
"855268","True","MULTIPOLYGON(((-74.83340095893237 46.2605410411582,-75.28255860099215 46.43953751872483,-75.28255860099215 46.795772360332826,-74.83340095893237 46.97301113617428,-74.38424331687263 46.795772360332826,-74.38424331687263 46.43953751872483,-74.83340095893237 46.2605410411582)))"
"855269","True","MULTIPOLYGON(((-74.83340095893237 47.32573259083572,-75.28255860099215 47.50121581120846,-75.28255860099215 47.850428750131066,-74.83340095893237 48.024159135835944,-74.38424331687263 47.850428750131066,-74.38424331687263 47.50121581120846,-74.83340095893237 47.32573259083572)))"
"855270","True","MULTIPOLYGON(((-74.83340095893237 48.3698695606592,-75.28255860099215 48.54185038840175,-75.28255860099215 48.884065394003045,-74.83340095893237 49.0543004778452,-74.38424331687263 48.884065394003045,-74.38424331687263 48.54185038840175,-74.83340095893237 48.3698695606592)))"
"855271","True","MULTIPOLYGON(((-74.83340095893237 49.3930282153543,-75.28255860099215 49.56152188828269,-75.28255860099215 49.89677152835408,-74.83340095893237 50.06352862398913,-74.38424331687263 49.89677152835408,-74.38424331687263 49.56152188828269,-74.83340095893237 49.3930282153543)))"
"855272","True","MULTIPOLYGON(((-74.83340095893237 50.39531032037834,-75.28255860099215 50.56033615484632,-75.28255860099215 50.88866100833348,-74.83340095893237 51.05196136232246,-74.38424331687263 50.88866100833348,-74.38424331687263 50.56033615484632,-74.83340095893237 50.39531032037834)))"
"855273","True","MULTIPOLYGON(((-74.83340095893237 51.37684138502317,-75.28255860099215 51.538422486042094,-75.28255860099215 51.85987056614272,-74.83340095893237 52.01973907100145,-74.38424331687263 51.85987056614272,-74.38424331687263 51.538422486042094,-74.83340095893237 51.37684138502317)))"
"855274","True","MULTIPOLYGON(((-74.83340095893237 52.33776893795314,-75.28255860099215 52.49593191547987,-75.28255860099215 52.81055810568268,-74.83340095893237 52.96702301969378,-74.38424331687263 52.81055810568268,-74.38424331687263 52.49593191547987,-74.83340095893237 52.33776893795314)))"
